file	keywords
BE-KBR00_15463334_19820101_109_00_00_0_01_0299_29683585.txt	col, REDACT, Métropolitain, CHARLEROI, Renseignements, rue, Tél., Rubrique, Hasquin, DIRECTION, Commerce, CHEF, ADMINISTRATION, page, Pages, Hebdomadaire, REDACTION, SECRETAIRE, rubriques, Tarif
BE-KBR00_15463334_19820101_109_00_00_0_01_0362_29683648.txt	Bruxelles, Tél, rue, New, York, Louisville, ALTSCHULL, Ortelius, Herbert, News, Bureaux, Service, bte, The, Journal, Magazine, Charles, Press, Courier, Photographe
BE-KBR00_15463334_19820101_109_00_00_0_01_0377_29683663.txt	Bruxelles, Publicité, Bte, belge, Rue, Conseil, ASBL, Editeurs, Chambre, L'Association, Colonies, Belliard, Union, Commission, Presse, Tél, Publicités, avenue, Président, Annonceurs
BE-KBR00_15463334_19820101_109_00_00_0_01_0393_29683679.txt	Directeur, Publicité, Belge, Administrateur, Annonceurs, JOO, Président, VAN, Internationale, Union, Beheerder, Benelux, Général, Chambre, Commerce, L'Union, Associations, Délégué, Adverteerders, Belgische
BE-KBR00_15463334_19820101_110_00_00_0_01_0039_29682328.txt	COMMISSION, LORRAIN, ANTIOPE, NICE-MATIN, presse, groupe, EXPERIMENTATION, REPUBLICAIN, SYSTEME, Communication, l'introduction, Parlement, ministre, NATIONALE, quotidiens, journal, dérogations, LONRHO, télématique, Fillioud
BE-KBR00_15463334_19820601_111_00_00_0_01_0030_29684273.txt	journaux, Digest, Sélection, Reader, Publicité, QUOTIDIENS, Quotidien, Finlande, finlandais, Humanité, Presse, semaine, PUBLICITAIRES, millions, l'Etat, Brandolini, prix, d'Adda, directeur, relations
BE-KBR00_15463334_19821101_113_00_00_0_01_0026_29686157.txt	annonces, Publicité, Chambre, l'ensemble, Belgique, commerciales, publicitaires, media, investissements, chiffre, s'agit, directe, Internationale, Brochure, CCI, statistique, établie, Agences-Conseils, compter, concours
BE-KBR00_15463334_19821101_113_00_00_0_01_0036_29686167.txt	Gent, Rijksuniversiteit, Hoger, Instituut, van, Pers, België, Antwerpen, voor, krant, communicatiewetenschappen, Een, CRIEL, Theo, Marc, Communicatiewetenschap, Universiteit, licentie, Institut, Hautes
BE-KBR00_15463334_19821101_113_00_00_0_01_0037_29686168.txt	van, pers, een, Instituut, Hoger, Antwerpen, Universiteit, het, Gent, DEPLOIGE, communicatiewetenschappen, voor, Rijksuniversiteit, Leuven, departement, Sociale, Katholieke, Handel, Université, licentie
BE-KBR00_15463334_19821101_113_00_00_0_01_0038_29686169.txt	Université, Hoger, presse, Instituut, voor, Jean, Pers, Louvain, Catholique, Universiteit, Antwerpen, van, Handel, Katholieke, Leuven, Het, FRICKEL, Nancy, Provinciaal, PIVA
BE-KBR00_15463334_19821101_113_00_00_0_01_0042_29686173.txt	van, Gent, Het, Rijksuniversiteit, Hoger, Antwerpen, pers, Instituut, DEN, Universiteit, TYRIONS, Leuven, voor, Katholieke, Vlaamse, licentie, Economische, een, België, DAELE
BE-KBR00_15463334_19821101_113_00_00_0_01_0070_29686201.txt	Presse, Internationale, van, Pers, Agence, Vereniging, membres, Press, The, Centrale, Association, Buitenlandse, Siège, Maison, Center, Boulevard, Bruxelles, Tél, Charlemagne, Président
BE-KBR00_15463334_19821101_113_00_00_0_01_0113_29686244.txt	Lloyd, partir, Anversois, ANTWERPEN, annonces, Eiermarkt, Renseignements, DIRECTEUR, CHEF, Tél, Télex, col, Prix, Classe, date, Jaumotte, couleurs, Supplément, REDACTION, Anvers
BE-KBR00_15463334_19821101_113_00_00_0_01_0206_29686337.txt	Bruxelles, Persknipsels, Presse, Tél, Commerce, Paris, Insertions, Telex, Recensement, publicité, manifestations, quai, Auxipress, Tél., Eglises, désirent, s’assurer, limportance, nature, d'annonces
BE-KBR00_15463334_19821101_113_00_00_0_01_0211_29686342.txt	BRUGGE, Réd, LOCALITES, ANDERE, Eekhoutstraat, Zaakvoerders, chef, Hoofdred., PLAATSEN, BRUGSCH, HANDELSBLAD, Tel., GENT, Dir., LANOYE, Dir, VAN, Tél, COURRIER, Telex
BE-KBR00_15463334_19821101_113_00_00_0_01_0276_29686407.txt	hebd, metro, CHARLEROI, Tél, POLITAIN, MÉTRO, CENTRE, EUROPE, Coin, Commerce, Bte, Post, habitants, End, Marker, fidèles, Buisset, Collège, Rue, Ville-Basse
BE-KBR00_15463334_19821101_113_00_00_0_01_0277_29686408.txt	REDACT, Métropolitain, CHARLEROI, Renseignements, Tél, col, Hasquin, DIRECTION, rue, Commerce, Nivelles, CHEF, ADMINISTRATION, page, Pages, Hebdomadaire, REDACTION, SECRETAIRE, Tarif, Gén
BE-KBR00_15463334_19821101_113_00_00_0_01_0341_29686472.txt	Bruxelles, Tél, rue, York, New, Business, Bureaux, Tlx, Chée, Robert, Avenue, News, Week, Magazine, Namur, Wavre, Galerie, Service, Porte, Dezangré
BE-KBR00_15463334_19821101_113_00_00_0_01_0357_29686488.txt	Publicité, Bruxelles, Bte, belge, Conseil, Rue, ASBL, Editeurs, Chambre, Colonies, avenue, Belliard, Tél, Presse, Commission, Publicités, Union, Président, Annonceurs, contact
BE-KBR00_15463334_19821101_113_00_00_0_01_0362_29686493.txt	publicité, Conseil, Jury, COMMUNICATION, Belluco, Bruyne, Economiques, Politiques, Belgique, Professeur, Paul, Doyen, Faculté, Sciences, Sociales, Monsieur, Denolin, part, Chambre, Commerce
BE-KBR00_15463334_19821101_113_00_00_0_01_0369_29686500.txt	van, Internationale, Adverteerders, jen, Belge, Publicité, Unie, der, Annonceurs, Belgische, Jio, Sch, Jus, Administrateur, Délégué, Beheerder, Directeur, Union, Reclame, Chambre
BE-KBR00_15463334_19821101_113_00_00_0_01_0379_29686510.txt	PAPIER, TRANSFORMATRICES, FEDERATION, INDUSTRIES, Waterloo, Conseil, Raadgever, Bruxelles, Brussel, CARTON, Conseiller, Questions, Voorzitter, Bedrijfsraad, Président, COESSENS, Professionnel, van, THERY, Fet
BE-KBR00_15463334_19830801_115_00_00_0_01_0011_29685209.txt	Mediatel, service, memento, presse, professionnelles, coordonnées, politiques, nom, adresse, télé, phone, internationales, politigue, contient, principalement, instances, fonctions, hommes, commerce, belges
BE-KBR00_15463334_19830801_115_00_00_0_01_0036_29685234.txt	contrat, Presse, Publicité, Cour, PHOTOGRAPHE, travail, CLIENTÈLE, arrêt, CRÉATION, cas, indemnité, droit, L'Echo, publier, qu'il, d'Appel, décision, clichés, usage, usages
BE-KBR00_15463334_19840201_117_00_00_0_01_0026_29689111.txt	Chambre, Publicité, annonces, l'ensemble, Belgique, publicitaires, media, commerciales, investissements, chiffre, s'agit, directe, statistique, établie, Agences-Conseils, compter, concours, associations, Internationale, Brochure
BE-KBR00_15463334_19840201_117_00_00_0_01_0036_29689121.txt	Gent, Rijksuniversiteit, van, Pers, instituut, hoger, communicatiewetenschappen, voor, Communicatiewetenschap, Ignace, België, BEELDE, Advertentiepers, Marc, Antwerpen, Universiteit, licentie, Een, Katholieke, Leuven
BE-KBR00_15463334_19840201_117_00_00_0_01_0037_29689122.txt	Hoger, Instituut, Antwerpen, een, van, Het, pers, Universiteit, voor, Kwik’, Katholieke, Ingrid, communicatiewetenschappen, Université, Belgische, toegepaste, Provinciaal, presse, Handel, sociale
BE-KBR00_15463334_19840201_117_00_00_0_01_0041_29689126.txt	van, Universiteit, Leuven, Gent, Pers, het, Katholieke, Antwerpen, DEN, Communicatiewetenschappen, SMEETS, Cor, Reklamebureau, België, Media, Planning, Rijksuniversiteit, Presse, Hoger, Wetenschappen
BE-KBR00_15463334_19840201_117_00_00_0_01_0066_29689151.txt	Presse, Internationale, van, Pers, The, Press, Président, Vereniging, Agence, membres, Europe, Association, Siège, Maison, Center, L'Association, Boulevard, Bruxelles, Tél, Charlemagne
BE-KBR00_15463334_19840201_117_00_00_0_01_0109_29689194.txt	Lloyd, partir, ANTWERPEN, Anversois, annonces, Eiermarkt, Renseignements, DIRECTEUR, CHEF, Tél, Télex, Prix, col, Jaumotte, REDACTEURS, Anvers, Supplément, couleurs, Rubrique, Bossche
BE-KBR00_15463334_19840201_117_00_00_0_01_0329_29689414.txt	Bruxelles, Tél, rue, DROBKOV, Vladislav, New, York, Moscou, Bte, Tlx, avenue, Journal, Bureaux, Peter, John, News, Uccle, Agence, Chée, Wavre
BE-KBR00_15463334_19840201_117_00_00_0_01_0345_29689430.txt	Bruxelles, Publicité, Bte, belge, Rue, Conseil, ASBL, Editeurs, Chambre, Colonies, avenue, Belliard, Commission, Union, Presse, Président, Publicités, Tél, Annonceurs, contact
BE-KBR00_15463334_19840201_117_00_00_0_01_0350_29689435.txt	publicité, Conseil, dossiers, Jury, annonceur, collaboration, Kete, Code, Produits, Cosmétiques, Commission, travaux, examen, matière, Correspondance, Advertising, réunion, problèmes, Groupement, Vente
BE-KBR00_15463334_19840201_117_00_00_0_01_0357_29689442.txt	van, Internationale, Adverteerders, Belge, Publicité, Unie, der, Annonceurs, Belgische, Administrateur, Délégué, l'Union, Directeur, Reclame, Président, membres, Chambre, Commerce, Associations, Kamer
